full_name, stars, forks, description, language
Zeta36/tensorflow-tex-wavenet, 139, 21, "This is a TensorFlow implementation of the WaveNet generative neural network architecture https://deepmind.com/blog/wavenet-generative-model-raw-audio/ for text generation.", Python
stedmeister/easyargs, 135, 2, "A python module to make handling command line arguments easy", Python
hugorut/neural-cli, 133, 9, "command line neural network", Python
yanpanlau/DDPG-Keras-Torcs, 132, 37, "Using Keras and Deep Deterministic Policy Gradient to play TORCS", Python
GiacomoLaw/Keylogger, 132, 25, "A simple keylogger for Windows, Linux and Mac by Giacomo Lawrance", Python
junrushao1994/fast-neural-style.tf, 129, 28, "Feed-forward neural network for real-time artistic style transfer", Python
arpitbbhayani/flasksr, 122, 5, "Make flask pages load faster and better by streaming partial HTTP Responses :boom:", Python
buriburisuri/ac-gan, 122, 16, "A tensorflow implementation of google's AC-GAN ( Auxiliary Classifier GAN ).", Python
robbiebarrat/rapping-neural-network, 119, 14, "Neural network that can 'write' rap songs -- other python files help it deliver the raps.", Python
bokeh/colorcet, 118, 15, "A set of useful perceptually uniform colormaps for plotting scientific data", Python
jxwufan/AssociativeRetrieval, 117, 19, "TensorFlow implementation of Fast Weights", Python
Enny1991/PLSTM, 114, 19, "", Python
JonathanSalwan/Tigress_protection, 114, 22, "Playing with the Tigress binary protection. Automatic deobfuscation using symbolic execution and LLVM.", Python
zhebrak/raftos, 112, 3, "Asynchronous replication framework for distributed Python projects", Python
igogo-x86/HexRaysPyTools, 111, 30, "Ida Pro plugin", Python
Viralmaniar/Wifi-Dumper, 111, 28, "This is an open source tool to dump the wifi profiles and cleartext passwords of the connected access points on the Windows machine. This tool will help you in a Wifi penetration testing. Furthermore, it is useful while performing red team or an internal infrastructure engagements.", Python
yrq110/TinyGoogle, 110, 26, "A search web app built by Flask and Google CSE", Python
aziz/SublimeHyperClick, 110, 2, "Quickly and easily jump between your files. The missing part of Go to definition functionality in Sublime.", Python
violentshell/rollmac, 108, 17, "Automated WiFi time or data limit evasion", Python
alestic/aws-git-backed-static-website, 107, 16, "Git-backed Static Website powered entirely by AWS CloudFormation stack", Python
sihaelov/harser, 105, 2, "Easy way for HTML parsing and building XPath", Python
SonyCSL-Paris/DeepBach, 104, 25, "code accompanying 'DeepBach: a Steerable Model for Bach Chorales Generation' paper", Python
umputun/rt-bot, 103, 55, "Мета-репо для движения 'создай своего бота'", Python
clr2of8/DPAT, 103, 29, "Domain Password Audit Tool for Pentesters", Python
xunhuang1995/SGAN, 102, 16, "Stacked Generative Adversarial Networks: https://arxiv.org/abs/1612.04357", Python
scottlawsonbc/audio-reactive-led-strip, 102, 6, ":musical_note: :rainbow: Real-time LED strip music visualization using the ESP8266 and Python", Python
yassineaddi/BackdoorMan, 102, 36, "BackdoorMan is a toolkit that helps you find malicious, hidden and suspicious PHP scripts and shells in a chosen destination.", Python
LiuXingMing/Tmall1212, 101, 86, "天猫双12爬虫，附商品数据。", Python
yenchenlin/pix2pix-tensorflow, 101, 26, "TensorFlow implementation of 'Image-to-Image Translation Using Conditional Adversarial Networks'.", Python
theveloped/ThreadTone, 100, 9, "a halftone representation of an image made of thread", Python
kickstarter/ios-oss, 3634, 411, "Kickstarter for iOS. Bring new ideas to life, anywhere.", Swift
avatsaev/touchbar_nyancat, 1967, 64, "Stupid nyancat animation on your +$2k MacBook Pro's Touchbar", Swift
Cosmo/TinyConsole, 1464, 36, "🚦📱 A tiny log console to display information while using your iOS app. Written in Swift 3.", Swift
krzysztofzablocki/Sourcery, 1302, 41, "A tool that brings meta-programming to Swift, allowing you to code generate Swift code.", Swift
SebastianBoldt/Jelly, 1088, 45, "💪 Jelly provides custom view controller transitions in iOS with just a few lines of code", Swift
marciok/Mu, 1032, 50, "It's a Swift playground explaining how to create a tiny programming language named Mu", Swift
orazz/CreditCardForm-iOS, 833, 63, "CreditCardForm is iOS framework that allows developers to create the UI which replicates an actual Credit Card.", Swift
onmyway133/Snowflake, 711, 23, "❄️  SVG in Swift", Swift
dalu93/Each, 698, 22, "Elegant ⏱ interface for Swift apps", Swift
edopelawi/CascadingTableDelegate, 679, 38, "A no-nonsense way to write cleaner UITableViewDelegate and UITableViewDataSource in Swift.", Swift
kf99916/TimelineTableViewCell, 636, 45, "Simple timeline view implemented by UITableViewCell written in Swift 3.0", Swift
ennioma/arek, 623, 22, "AREK is a clean and easy to use wrapper over any kind of iOS permission.", Swift
ijoshsmith/json2swift, 613, 23, "A macOS command line tool that generates excellent Swift data models based on JSON data.", Swift
plu/pxctest, 594, 26, "Execute tests in parallel on multiple iOS Simulators", Swift
markohlebar/Import, 593, 18, "Xcode extension for adding imports from anywhere in the code ☝️", Swift
HamzaGhazouani/HGCircularSlider, 555, 32, "A custom reusable circular slider control for iOS application.", Swift
sasojadrovski/SJFluidSegmentedControl, 546, 26, "A segmented control with custom appearance and interactive animations. Written in Swift 3.0.", Swift
malcommac/SwiftRichString, 534, 16, "Elegant & Painless Attributed Strings Management Library in Swift", Swift
candostdagdeviren/CDAlertView, 514, 42, "Highly customizable alertview and alert/notification/success/error/alarm popup written in Swift 3", Swift
Yalantis/ForceBlur, 507, 24, "ForceBlur Animation for iOS Messaging Apps", Swift
BohdanOrlov/BouncyPageViewController, 492, 30, "Page view controller with bounce effect", Swift
wayfair/brickkit-ios, 446, 36, "BrickKit For IOS ", Swift
Onix-Systems/RainyRefreshControl, 446, 34, "", Swift
marmelroy/ObjectiveKit, 401, 13, "Swift-friendly API for a set of powerful Objective C runtime functions.", Swift
Augustyniak/FileExplorer, 399, 32, "FileExplorer is a powerful iOS file browser that allows its users to choose and remove files and/or directories", Swift
Raizlabs/Eject, 378, 18, "An eject button for Interface Builder to generate swift code", Swift
yannickl/Reactions, 353, 20, "Fully customizable Facebook reactions control", Swift
brianmichel/Juice, 336, 19, "Make your battery information a bit more interesting.", Swift
cookiecutter-swift/FrameworkTemplate, 320, 10, "A template for new Swift iOS / tvOS / watchOS / macOS Framework project ready with travis-ci, cocoapods, Carthage, SwiftPM and a Readme file ", Swift
RxSwiftCommunity/RxKeyboard, 315, 13, "Reactive Keyboard in iOS", Swift
insidegui/PlayAlways, 303, 16, "Create Xcode playgrounds from your menu bar", Swift
shoheiyokoyama/Koyomi, 301, 24, "Simple customizable calendar component in Swift :calendar:", Swift
azimin/AZTransitions, 301, 14, "API to make great custom transitions in one method", Swift
WhiskerzAB/PlaygroundTDD, 294, 10, "Small library to easily run your tests directly within a Playground", Swift
hungtruong/TouchFart, 286, 22, "A fart app for the new Macbook Pro's Touch Bar", Swift
erikolsson/Touch-Bar-Lemmings, 277, 19, "", Swift
mergesort/TableFlip, 274, 19, "A simpler way to do cool UITableView animations! (╯°□°）╯︵ ┻━┻", Swift
jinSasaki/Vulcan, 252, 11, "Multi image downloader with priority in Swift", Swift
brianmichel/ESCapey, 229, 9, "An ESC key solution for new Apple Laptops", Swift
AkdM/KnightTouchBar2000, 221, 18, "KITT 2000 chaser animation for your MacBook Pro TouchBar.", Swift
TBXark/PinterestSegment, 216, 8, "A Pinterest-like segment control with masking animation.", Swift
youngsoft/TangramKit, 208, 38, "TangramKit is a powerful iOS UI framework implemented by Swift. It integrates the functions with Android layout,iOS AutoLayout,SizeClass, HTML CSS float and flexbox and bootstrap. So you can use LinearLayout,RelativeLayout,FrameLayout,TableLayout,FlowLayout,FloatLayout,LayoutSizeClass to build your App 自动布局 UIView UITableView UICollectionView", Swift
harlanhaskins/Probably, 208, 8, "A Swift probability and statistics library", Swift
GraphQLSwift/GraphQL, 206, 6, "The Swift GraphQL implementation for macOS and Linux", Swift
eBardX/XestiMonitors, 203, 5, "An extensible monitoring framework written in Swift", Swift
NghiaTranUIT/iOS-Awesome-Starter-Kit, 203, 21, "The perfect combination: Clean Swift + ReSwift + PromiseKit", Swift
nst/JSONTestSuite, 203, 40, "A comprehensive test suite for RFC 7159 compliant JSON parsers", Swift
sahandnayebaziz/Hypertext, 201, 11, "Any-way-you-want-it, type-safe HTML in Swift.", Swift
OrRon/ConfettiView, 199, 9, "Confetti View lets you create a magnificent confetti view in your app", Swift
jobandtalent/CardStackController, 197, 9, "iOS custom controller used in Jobandtalent app to present new view controllers as cards", Swift
johnno1962/RefactoratorApp, 196, 6, "App version of Refactorator plugin", Swift
gokulgovind/GLNotificationBar, 194, 17, "GLNotificationBar is a ios10 style notification bar, can be used to handle push notification in active state. ", Swift
baoyongzhang/ApkChannelBuilder, 185, 22, "一个 Mac App，用于 Apk 多渠道打包。", Swift
pascalbros/Me, 183, 12, "A super slim solution to the nested asynchronous computations", Swift
rshevchuk/Wallet, 182, 21, "Wallet is a library to manage cards and passes.", Swift
qiuncheng/NoticeBar, 179, 20, "😍A simple NoticeBar written by Swift 3, similar with QQ notice view.", Swift
rolandleth/LTHRadioButton, 169, 6, "A radio button with a pretty animation", Swift
lorentey/SipHash, 155, 3, "Simple and secure hashing in Swift with the SipHash algorithm", Swift
dduan/needless, 155, 2, "A utility to find needless words in Swift function names.", Swift
ming1016/SMCheckProject, 153, 24, "使用Swift3开发了个MacOS的程序可以检测出objc项目中无用方法，然后一键全部清理", Swift
mattgallagher/CwlSignal, 152, 11, "A Swift framework for reactive programming.", Swift
wess/overlook, 134, 12, "The Judge, Jury and Executioner for the file system", Swift
qiuncheng/FontAwesomeKit.Swift, 132, 6, "😀😘A better choice for iOS Developer to use FontAwesome Icon with UI.😍", Swift
twostraws/SwiftGD, 130, 4, "A simple Swift wrapper for libgd", Swift
evermeer/AttributedTextView, 125, 13, "Easiest way to create an attributed UITextView with support for multiple links.", Swift
nunogoncalves/iOS-MultiSelectionTable, 123, 4, "Beautiful way of having a multi-selection table on iOS written in Swift", Swift
cemolcay/ImageFreeCut, 123, 6, "A UIView subclass lets you draw a path over an image and crops that part.", Swift
Fnoz/FNUrlRoute, 122, 10, "Swift 路由框架：iOS 基于页面、模块的路由框架，解耦神器。", Swift
Herb-Sun/OKKLineSwift, 119, 15, "用Swift3实现的绘制股票K线库 for iOS", Swift
victorBaro/AlgoGraphics, 119, 8, "Random visualizations", Swift
VivaReal/Compose, 117, 15, "Compose is a library that helps you compose complex and dynamic views.", Swift
vitormesquita/Malert, 117, 4, "Custom alert View to iOS applications", Swift
sergdort/XcodeEquatableGenerator, 110, 10, "Xcode 8 Source Code Extension will generate conformance to Swift Equatable protocol based on type and fields selection.", Swift
andrealufino/Luminous, 106, 7, "Luminous gives you all the system information you need!", Swift
Netflix/chaosmonkey, 1676, 66, "Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.", Go
google/gops, 1170, 44, "A tool to list and diagnose Go processes currently running on your system", Go
google/netstack, 925, 53, "IPv4 and IPv6 userland network stack", Go
tidwall/summitdb, 742, 28, "In-memory NoSQL database with ACID transactions, Raft consensus, and Redis API", Go
jaksi/sshesame, 721, 18, "A fake SSH server that lets everyone in and logs their activity", Go
chain/chain, 705, 92, "Chain Core Developer Edition", Go
jpmorganchase/quorum, 665, 68, "A permissioned implementation of Ethereum supporting data privacy", Go
slackhq/go-audit, 629, 25, "go-audit is an alternative to the auditd daemon that ships with many distros", Go
go-gitea/gitea, 617, 62, "Gitea: Git with a cup of tea", Go
blox/blox, 610, 38, "Open source tools for building custom schedulers on Amazon ECS", Go
oklog/ulid, 600, 8, "Universally Unique Lexicographically Sortable Identifier (ULID) in Go", Go
dop251/goja, 570, 14, "ECMAScript 5.1(+) implementation written in Go", Go
samonzeweb/godb, 486, 14, "A Go query builder and struct mapper.", Go
eawsy/aws-lambda-go, 455, 22, "A fast and clean way to execute Go on AWS Lambda.", Go
mhausenblas/dnpipes, 423, 7, "Distributed Named Pipes", Go
huacnlee/flora-kit, 384, 46, "💐 基于 shadowsocks-go 做的完善实现，自动网络分流，完全兼容 Surge 的配置文件。", Go
kelseyhightower/konfd, 340, 12, "Manage application configuration using Kubernetes secrets, configmaps, and Go templates.", Go
Qihoo360/poseidon, 339, 82, "A search engine which can hold 100 trillion lines of log data.", Go
donutloop/mux, 332, 13, "mux is a lightweight HTTP request router", Go
github/orchestrator, 325, 16, "MySQL replication topology management and HA", Go
travisjeffery/jocko, 315, 15, "Kafka implemented in Golang", Go
caicloud/cyclone, 301, 43, "A cloud native CI/CD platform built for container workflow", Go
json-iterator/go, 285, 23, "jsoniter (json-iterator) is fast and flexible JSON parser available in Java and Go", Go
goreleaser/releaser, 274, 8, "Deliver Go binaries as fast and easily as possible", Go
asobti/kube-monkey, 274, 8, "An implementation of Netflix's Chaos Monkey for Kubernetes clusters", Go
cstockton/go-conv, 272, 1, "Fast conversions across various Go types including maps and slices with a simple API.", Go
haya14busa/reviewdog, 269, 8, ":dog: A code review dog who keeps your codebase healthy", Go
oelmekki/pgrebase, 258, 8, "Easy postgres codebase management - aka postgres non data live reload", Go
mikaa123/imapmq, 255, 4, ":inbox_tray: IMAP based message broker client", Go
johnathanhowell/masterkey, 252, 14, "secure interactive password manager using NACL and Go", Go
nuveo/prest, 245, 9, "Serve a RESTful API from any PostgreSQL database", Go
kelseyhightower/vault-controller, 232, 13, "Automate the creation of unique Vault tokens for Kubernetes Pods using init containers.", Go
neelance/graphql-go, 224, 11, "GraphQL server with a focus on ease of use", Go
geohot/lolrecaptcha, 219, 9, "We try to break the recaptcha for the Merry Christmas for all!", Go
wgliang/goappmonitor, 217, 25, "Golang application performance data monitoring.", Go
mhausenblas/cinf, 207, 9, "A command line tool to view namespaces and cgroups, useful for low-level container prodding.", Go
logrusorgru/aurora, 206, 4, "Golang ultimate ANSI-colors that supports Printf/Sprintf methods", Go
DiSiqueira/Gorganizer, 198, 9, "Organize your folders into a beautiful classified folder structure with this perfect tool", Go
cloudinsight/cloudinsight-agent, 192, 48, "Cloudinsight Agent is a system tool that monitors system processes and services, and sends information back to your Cloudinsight account.", Go
dannyvankooten/ana, 187, 9, "Ana. Open web analytics in Golang & Preact.", Go
pureconfig/pureconfig, 187, 11, "Its goal is to suck less than other configuration file formats.", Go
milochristiansen/lua, 184, 4, "A Lua 5.3 VM and compiler written in Go.", Go
gudegg/yunSpider, 178, 59, "百度云网盘爬虫", Go
emmanuel-keller/github-language-statistics, 172, 22, "Number of active repositories in GitHub", Go
tidwall/sjson, 172, 5, "Set JSON values very quickly in Go", Go
Dataman-Cloud/swan, 170, 27, "A Distributed, Highly Available Mesos Scheduler, Inspired by the design of Google Borg", Go
manifoldco/torus-cli, 168, 11, "A secure, shared workspace for secrets", Go
o3ma/o3, 168, 11, "Open-source implementation of the Threema protocol in Go.", Go
mtojek/greenwall, 165, 11, "Tiny service health dashboard written in Go", Go
goburrow/cache, 160, 3, "Mango Cache - Partial implementations of Guava Cache in Go.", Go
stickermule/rump, 153, 7, "Hot sync two Redis servers using dumps.", Go
skelterjohn/pipeline, 152, 3, "", Go
qieangel2013/livego, 150, 39, " go Implementation of live streaming services", Go
xsank/EasyProxy, 150, 31, "Make tcp proxy easy to use.", Go
vesche/lonely-shell, 149, 20, "minimal https reverse shell", Go
jochasinga/grx, 147, 3, "Reactive Extensions for the Go language.", Go
gliderlabs/ssh, 144, 7, "Easy SSH servers in Golang", Go
felixge/httpsnoop, 138, 3, "Package httpsnoop provides an easy way to capture http related metrics (i.e. response time, bytes written, and http status code) from your application's http.Handlers.", Go
atongen/gosaic, 129, 1, "Create your own image mosaics.", Go
coreos/kube-aws, 128, 37, "CoreOS Kubernetes on AWS", Go
gen2brain/url2img, 122, 3, "HTTP server with API for capturing screenshots of websites", Go
Luxurioust/aurora, 119, 19, "Cross-platform Beanstalk queue server console.", Go
schollz/find-lf, 115, 8, "Track the location of every Wi-Fi device (:iphone:) in your house using Raspberry Pis and FIND", Go
wendigo/go-bind-plugin, 112, 1, "go-bind-plugin generates API for exported plugin symbols (-buildmode=plugin) - go1.8 only (http://tip.golang.org/pkg/plugin)", Go
lacion/cookiecutter-golang, 112, 6, "A Go project template", Go
samsarahq/thunder, 111, 1, "", Go
Xeoncross/secureserver, 110, 3, "A Simple, Secured Default HTTP(S) Server for Golang", Go
erikh/box, 108, 6, "A Next-Generation Builder for Docker Images", Go
hanbang-wang/Yun-Brute, 105, 12, "A BaiduYun private share key brute-force machine.", Go
go-gem/gem, 104, 25, "a simple and fast web framework written in Go(golang), support HTTP/2.", Go
franela/play-with-docker, 103, 25, "", Go
aporeto-inc/trireme, 102, 9, "Simple, scalable and secure application segmentation", Go
the-control-group/voyager, 1850, 301, "Voyager - The Missing Laravel Admin", PHP
renatomarinho/laravel-gitscrum, 1186, 290, "Laravel GitScrum is a free application to task management of the day-to-day. Git + Scrum = Team More Productive", PHP
orangetw/My-CTF-Web-Challenges, 620, 103, "Collection of CTF Web challenges I made", PHP
WhiteHouse/fb_messenger_bot, 522, 133, "This Drupal module provides a tool to build a chat bot to work on Facebook's Messenger Platform.", PHP
cviebrock/sequel-pro-laravel-export, 428, 16, "A Sequel Pro bundle to generate Laravel migration files from existing tables.", PHP
jcc/blog, 374, 62, ":heart: PJ Blog is an open source blog built with Laravel and Vue.js. https://pigjian.com", PHP
codecasts/spa-starter-kit, 320, 52, "A highly opinionated starter kit for building Single Page Applications with Laravel and Vue.js", PHP
ijry/lyadmin, 302, 125, "lyadmin是一套轻量级通用后台，采用Bootstrap3制作，自带权限管理，模块化开发。", PHP
Tencent/bk-cmdb, 283, 132, "蓝鲸智云配置平台(blueking cmdb)", PHP
kaienkira/acme-client-quick, 270, 13, "Get Let's Encrypt Cert In Five Minutes", PHP
CityOfBoston/boston.gov, 247, 41, "The official repository of Boston.gov", PHP
jitamin/jitamin, 219, 48, "Jitamin is a free and open source web project management system", PHP
jwage/phpchunkit, 203, 7, "PHPChunkit - PHPUnit test runner with test chunking capabilities.", PHP
opsxcq/exploit-CVE-2016-10033, 196, 58, "PHPMailer < 5.2.18 Remote Code Execution exploit and vulnerable container", PHP
maysrp/webdir, 182, 43, "网站目录", PHP
summerblue/news.laravel-china.org, 160, 36, "Source Code of the https://news.laravel-china.org/ website, build on top of Laravel 5.1. Laravel 资讯网站源代码，使用 Laravel 5.1 构建 ", PHP
spatie/schema-org, 148, 3, "A fluent builder Schema.org types and ld+json generator", PHP
cytopia/devilbox, 147, 7, "The ultimate Docker LAMP/LEMP Stack alternative to XAMPP", PHP
JamesTheHacker/Facebook-Live-Reactions, 147, 32, "The easiest way to create interactive Facebook live streams. Displays reaction count and live shoutouts :)", PHP
We5ter/Scanners-Box, 143, 72, "[Project-Kob-6]安全行业从业人员自研开源扫描器合集(不收录w3af、brakeman等知名扫描工具)🌚", PHP
spatie/laravel-tags, 139, 15, "Add tags and taggable behaviour to your Laravel app", PHP
antonioribeiro/health, 121, 8, "Laravel Health Panel", PHP
yuan1994/tpAdmin, 121, 59, "一个基于ThinkPHP5的管理后台，支持代码自动生成，RBAC权限管理，无限级节点权限管理，一个智能化的管理后台", PHP
spatie/laravel-translation-loader, 106, 6, "Store your translations in the database or other sources", PHP
damiantw/laravel-scout-mysql-driver, 105, 12, "Laravel Scout MySQL Driver", PHP
Tencent/mars, 5843, 915, "Mars is a cross-platform network component  developed by WeChat.", C++
ryanjay0/miles-deep, 1679, 138, "Deep Learning Porn Video Classifier/Editor with Caffe", C++
udacity/self-driving-car, 1677, 284, "The Udacity open source self-driving car project", C++
koth/kcws, 1178, 418, "Deep Learning Chinese Word Segment ", C++
Tencent/libco, 1042, 254, "libco is a coroutine library which is widely used in wechat  back-end service. It has been running on tens of thousands of machines since 2013.", C++
Microsoft/HoloJS, 800, 38, "Provides a framework for creating holographic apps using JavaScript and WebGL.", C++
facebookincubator/beringei, 733, 29, "Beringei is a high performance, in-memory storage engine for time series data.", C++
TorchCraft/TorchCraft, 590, 76, "Connecting Torch to StarCraft", C++
google/bloaty, 581, 28, "Bloaty McBloatface: a size profiler for binaries", C++
cysmith/neural-style-tf, 575, 87, "TensorFlow implementation of Neural Style", C++
kw-udon/constexpr-8cc, 516, 22, "Compile-time C Compiler implemented as C++14 constant expressions", C++
begla/Intrinsic, 455, 23, "Intrinsic is a Vulkan based cross-platform game and rendering engine. The project is currently in an early stage of development but evolves rapidly from day to day.", C++
BreakingMalwareResearch/atom-bombing, 402, 176, "Brand New Code Injection for Windows", C++
tensorflow/deepmath, 397, 36, "Experiments towards neural network theorem proving", C++
JakobEngel/dso, 339, 153, "Direct Sparse Odometry", C++
vusec/drammer, 321, 136, "Native binary for testing Android phones for the Rowhammer bug", C++
modzero/fix-windows-privacy, 301, 11, "Fix Windows 10 Privacy", C++
grame-cncm/faust, 295, 16, "", C++
DmitryUlyanov/Multicore-TSNE, 293, 31, "Parallel t-SNE implementation with Python and Torch wrappers.", C++
espressif/arduino-esp32, 280, 65, "Arduino core for the ESP32", C++
ashtuchkin/vive-diy-position-sensor, 278, 21, "Code & schematics for position tracking sensor using HTC Vive's Lighthouse system and a Teensy board.", C++
WindyDarian/Vulkan-Forward-Plus-Renderer, 227, 16, "Forward+ renderer in Vulkan using Compute Shader. An Upenn CIS565 final project.", C++
tobefuturer/app2dylib, 214, 66, "A reverse engineering tool to convert iOS app to dylib ", C++
antire-book/dont_panic, 190, 31, "Linux bind shell with anti-reverse engineering techniques", C++
nicehash/nheqminer, 174, 192, "Equihash miner for NiceHash", C++
NytroRST/ShellcodeCompiler, 161, 52, "Shellcode Compiler", C++
SullyChen/Chai, 156, 24, "An open source neural network library", C++
Unity-Technologies/HLSLcc, 148, 14, "DirectX shader bytecode cross compiler", C++
alexhude/FRIEND, 145, 11, "Flexible Register/Instruction Extender aNd Documentation", C++
foonathan/type_safe, 142, 8, "Zero overhead utilities for preventing bugs at compile time", C++
rescrv/Consus, 137, 6, "Consus is a geo-replicated transactional key-value store.", C++
fdiskyou/hunter, 136, 49, "(l)user hunter using WinAPI calls only ", C++
trailofbits/grr, 132, 14, "High-throughput fuzzer and emulator of DECREE binaries", C++
prsyahmi/GpuRamDrive, 130, 14, "RamDrive that is backed by GPU Memory", C++
dekimir/RamFuzz, 124, 15, "A fuzzer for individual method parameters.", C++
Dor1s/libfuzzer-workshop, 119, 36, "Repository for materials of 'Modern fuzzing of C/C++ Projects' workshop.", C++
arkenthera/electron-vibrancy, 115, 4, "Make your electron windows vibrant!", C++
IntelLabs/pWord2Vec, 108, 20, "Parallelizing word2vec in shared and distributed memory", C++
Erkaman/auto_uv_map, 107, 2, "Reference Implementation of Automatic UV Mapping with Harmonic Maps.", C++
commaai/openpilot, 4341, 852, "open source driving agent", C
jgamblin/Mirai-Source-Code, 3902, 2127, "Leaked Mirai Source Code for Research/IoC Development Purposes", C
deepmind/lab, 2845, 501, "A customisable 3D platform for agent-based AI research", C
minoca/os, 2035, 142, "Minoca operating system", C
mattrajca/sudo-touchid, 1065, 25, "A fork of `sudo` with Touch ID support.", C
quiet/org.quietmodem.Quiet, 601, 28, "Quiet for Android - TCP over sound", C
timwr/CVE-2016-5195, 579, 281, "CVE-2016-5195 (dirtycow/dirtyc0w) proof of concept for Android", C
veertuinc/vdhh, 529, 26, "Veertu Desktop Hosted Hypervisor", C
mempodippy/vlany, 426, 81, "Linux LD_PRELOAD rootkit (x86 and x86_64 architectures)", C
robinhouston/image-unshredding, 348, 16, "", C
RedBeardLab/rediSQL, 277, 16, "Redis module that provides a completely functional SQL database", C
adtac/fssb, 264, 20, "A low-level filesystem sandbox for Linux using syscall intercepts.", C
xyzxqs/XLowPoly, 226, 37, "Lowpoly picture, Sandpainting for Android implemented by JNI", C
0x27/linux.mirai, 226, 147, "Leaked Linux.Mirai Source Code for Research/IoC Development Purposes", C
fail0verflow/hbc, 226, 21, "The Homebrew Channel - open source edition", C
1N3/PrivEsc, 225, 86, "A collection of Windows, Linux and MySQL privilege escalation scripts and exploits.", C
ronsoros/rvm, 213, 13, "simple virtual machine and assembler", C
openai/openai-gemm, 178, 22, "Open single and half precision gemm implementations ", C
krakjoe/ui, 172, 11, "Cross platform UI development in PHP", C
mbevand/silentarmy, 157, 85, "Zcash miner optimized for AMD & Nvidia GPUs", C
robertdavidgraham/telnetlogger, 141, 15, "Simulates enough of a Telnet connection in order to log failed login attempts.", C
scumjr/dirtycow-vdso, 141, 53, "PoC for Dirty COW (CVE-2016-5195)", C
benjamin-42/Trident, 137, 72, "", C
jedisct1/blacknurse, 132, 64, "BlackNurse attack PoC", C
codr4life/libc4life, 122, 9, "esoteric, minimal C essentials", C
LineageOS/android_device_oneplus_bacon, 121, 7, "OnePlus One device configuration (bacon)", C
mjosaarinen/dekryptize, 120, 9, "A ncurses animation to make decryption look like, well, decryption. ", C
graydon/rust-prehistory, 118, 3, "historical archive of rust pre-publication development", C
James-Gallagher/Mirai, 116, 94, "Source code for the Mirai botnet - Not going anywhere anytime soon", C
boywhp/fcn, 113, 33, "free connect your private network from anywhere", C
SilverMoonSecurity/PassiveFuzzFrameworkOSX, 112, 24, "This framework is for fuzzing OSX kernel vulnerability based on passive inline hook mechanism in kernel mode.", C
emilk/wfc, 100, 7, "A C++ port of Wave Function Collapse Tiling", C
carloscuesta/gitmoji, 1364, 69, "An emoji guide for your commit messages. 😜 ", CSS
Heydon/fukol-grids, 1189, 55, "", CSS
mike-schultz/materialette, 822, 44, "Materialette - A material design color palette", CSS
mifi/lossless-cut, 661, 27, "Cross platform GUI tool for lossless trimming / cutting of videos using ffmpeg", CSS
webkul/csspin, 636, 61, "CSS Spinners and Loaders - Modular, Customizable and Single HTML Element Code for Pure CSS Loader and Spinner", CSS
dolce/iziToast, 632, 55, "Elegant, responsive, flexible and lightweight notification plugin with no dependencies.", CSS
raphaelfabeni/css-loader, 593, 74, "Simple loaders for your web applications using only one div and pure CSS :heart:", CSS
devfreebooks/devfreebooks.github.io, 459, 46, "A huge collection of free books for developers", CSS
electerious/formbase, 361, 20, "Better default styles for common input elements.", CSS
eliorshalev/sprite-spirit, 232, 73, "SCSS Mixin that Brings Image Sprite to life", CSS
murat-cileli/papernic, 221, 9, "Open Source Document Management & Collaboration System", CSS
toddmotto/angular-pizza-creator, 219, 43, "Source code for Angular advanced Form APIs pizza builder", CSS
kennethreitz/saythanks.io, 212, 20, "Spreading Thankfulness in Open Source. ", CSS
redound/graphql-ide, 211, 7, "⚡️ GraphQL IDE - An extensive IDE for exploring GraphQL API's", CSS
comdan66/livemaps, 164, 27, "LiveMaps 是一個即時地圖聊天室，讓你在世界上任何位置都可以發出自己的感想動態。每個人都可以在地圖分享著她在世界各地、城市角落的心情寫照，網站藉由 Google 所提供的 Firebase 的 Realtime Database 以及 Google Maps JavaScript API 免費服務實作。", CSS
apex/apex-ui, 161, 3, "Apex monochrome Atom theme UI.", CSS
tmoreton/useful.ly, 148, 10, "useful.ly Flexbox-Based CSS Framework", CSS
alecrios/core, 144, 16, "An ultra-minimal framework", CSS
qieguo2016/iconoo, 125, 33, "A Flexible Pure CSS Icon Pack! One Tag One Icon! https://qieguo2016.github.io/iconoo/", CSS
jonsuh/mcgriddle, 114, 3, "A get-out-of-the-way Sass grid library. Supports flexbox.", CSS
mseclab/PyJFuzz, 112, 31, "PyJFuzz - Python JSON Fuzzer", CSS
eliorshalev/zombie-mayhem, 108, 82, "Kill or be eaten in the Zombie Mayhem", CSS
elky/django-flat-responsive, 105, 9, "An extension for Django admin that makes interface mobile friendly.", CSS
wesbos/JavaScript30, 3025, 1716, "30 Day Vanilla JS Challenge", HTML
jgthms/css-reference, 2768, 129, "CSS Reference: a free visual guide to the most popular CSS properties", HTML
space10-community/conversational-form, 1839, 169, "Turning web forms into conversations", HTML
dirtycow/dirtycow.github.io, 1730, 540, "Dirty COW", HTML
BoxFactura/pulltorefresh.js, 1275, 44, "A quick and powerful plugin for your pull-to-refresh needs in your webapp.", HTML
pawelgrzybek/siema, 745, 42, "Siema - Lightweight and simple carousel in pure JavaScript", HTML
ElemeFE/restc, 599, 47, "A server-side middleware to visualize REST requests.", HTML
