full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
HoraApps/LeafPic,LeafPic,"LeafPic is an ad-free, open-source and material-designed android gallery alternative",823,152,Java,HoraApps,Hora Apps,Organization,Italy,41.87194,12.56738,,Italy,975.5,1,156,83,142,15,1055
6thsolution/EasyMVP,EasyMVP,A full-featured framework that allows building android applications following the principles of Clean Architecture.,822,53,Java,6thsolution,,Organization,,,,,,977.5,0,0,6,13,1,41
mike-schultz/materialette,materialette,Materialette - A material design color palette,822,44,CSS,mike-schultz,Mike Schultz,User,"San Diego, CA",32.715738,-117.1610838,San Diego,United States,977.5,0,5,3,15,4,46
liaohuqiu/android-support-23.2-sample,android-support-23.2-sample,Sample Project for Android Support Library 23.2,821,106,Java,liaohuqiu,Huqiu Liao,User,Beijing,39.904211,116.407395,Beijing,China,979,0,1,4,2,2,6
xmuSistone/android-drag-square,android-drag-square,edit personal information which enables users to drag and rank image order,820,148,Java,xmuSistone,stone,User,"Hangzhou, Zhejiang, China",30.274085,120.15507,Hangzhou,China,981,0,0,0,3,1,19
GUI/lua-resty-auto-ssl,lua-resty-auto-ssl,On the fly (and free) SSL registration and renewal inside OpenResty/nginx with Let's Encrypt.,820,41,Perl,GUI,Nick Muerdter,User,,,,,,981,0,15,5,16,7,126
google/nomulus,nomulus,Top-level domain name registry service on Google App Engine,820,71,Java,google,Google,Organization,,,,,,981,0,40,6,1,21,817
developer-shivam/Crescento,Crescento,Add curve at bottom of image views and relative layouts.,818,85,Java,developer-shivam,Shivam Satija,User,"New Delhi, India",28.6139391,77.2090212,New Delhi,India,984,0,0,0,0,1,55
CarGuo/GSYVideoPlayer,GSYVideoPlayer,"视频播放器（IJKplayer），HTTPS支持，支持基本的拖动，声音、亮度调节，支持边播边缓存，支持视频本身自带rotation的旋转（90,270之类），重力旋转与手动旋转的同步支持，支持列表播放 ，直接添加控件为封面，列表全屏动画，视频加载速度，列表小窗口支持拖动，5.0的过场效果，调整比例，多分辨率切换，支持切换播放器，进度条小窗口预览，其他一些小动画效果。简书:",818,185,Java,CarGuo,Shuyu Guo,User,China,35.86166,104.195397,,China,984,0,0,3,25,1,243
liuzhiyi1992/ZYThumbnailTableView,ZYThumbnailTableView,"a TableView have thumbnail cell only, and you can use gesture let it expands other expansionView, all diy",818,106,Swift,liuzhiyi1992,,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,984,0,2,2,11,2,123
JeasonWong/BezierLoadingView,BezierLoadingView,Cool bezier loading view,817,102,Java,JeasonWong,巴掌,User,Shanghai,31.230416,121.473701,Shanghai,China,987.5,0,0,0,2,1,8
Lickability/PinpointKit,PinpointKit,Send better feedback,817,41,Swift,Lickability,Lickability,Organization,"New York, NY",40.7127837,-74.0059413,New York,United States,987.5,0,127,7,58,5,602
jpuri/react-draft-wysiwyg,react-draft-wysiwyg,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg,817,53,JavaScript,jpuri,Jyoti Puri,User,"New Delhi, India",28.6139391,77.2090212,New Delhi,India,987.5,3,54,24,73,7,249
SimulatedGREG/electron-vue,electron-vue,"An Electron & Vue.js quick start boilerplate with vue-cli functionality, common Vue plugins, electron-packager, unit/e2e testing, and webpack.",817,51,JavaScript,SimulatedGREG,Greg Holguin,User,"Houston, Texas",29.7604267,-95.3698028,Houston,United States,987.5,0,21,7,64,10,223
oubowu/OuNews,OuNews,新闻阅读,816,265,Java,oubowu,Ou Bowu,User,Guangzhou,23.12911,113.264385,Guangzhou,China,990,0,0,1,10,1,67
felicegattuso/timedropper,timedropper,timedropper is a jQuery UI timepicker. Manage time input fields in a standard form. Focus on the input to open an small interactive timepicker.,815,77,JavaScript,felicegattuso,Felice Gattuso,User,"Bologna, Italy",44.494887,11.3426163,Bologna,Italy,991,4,0,11,1,1,2
instant-solutions/ISTimeline,ISTimeline,Simple timeline view written in Swift 2.2,814,63,Swift,instant-solutions,,Organization,Austria,47.516231,14.550072,,Austria,992,1,0,3,4,1,53
D-clock/AndroidDaemonService,AndroidDaemonService,合理优雅的进程保活方式,813,197,Java,D-clock,D_clock爱吃葱花,User,"GuangZhou,China",23.12911,113.264385,Guangzhou,China,993,0,0,7,12,1,14
TailorDev/monod,monod,":notebook: Our cool, secure, and offline-first Markdown editor.",812,45,JavaScript,TailorDev,TailorDev,Organization,,,,,,994,15,205,26,81,10,663
shiyanhui/dht,dht,BitTorrent DHT Protocol && DHT Spider,811,134,Go,shiyanhui,Lime,User,"Beijing, China",39.904211,116.407395,Beijing,China,995,0,0,1,15,1,20
looterz/grimd,grimd,":zap: fast dns proxy that can run anywhere, built to black-hole internet advertisements and malware servers",810,46,Go,looterz,looter,User,,,,,,996,0,5,1,12,4,58
syrusakbary/gdom,gdom,DOM Traversing and Scraping using GraphQL,809,22,Python,syrusakbary,Syrus Akbary,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,997,0,2,1,4,3,22
EvilCult/Video-Downloader,Video-Downloader,"下载youku,letv,sohu,tudou,bilibili,acfun,iqiyi等网站分段视频文件，提供mac&win独立App。",808,157,Python,EvilCult,Ray H.,User,"Beijing, China",39.904211,116.407395,Beijing,China,998.5,1,1,6,32,1,50
JZXiang/TimePickerDialog,TimePickerDialog,An Android time picker library.,808,181,Java,JZXiang,JiaoZhengXiang,User,BeiJing,39.904211,116.407395,Beijing,China,998.5,0,1,12,12,2,32
angular/mobile-toolkit,mobile-toolkit,Tools for building progressive web apps with Angular,806,91,JavaScript,angular,Angular,Organization,,,,,,1000.5,6,37,49,24,5,98
eventql/eventql,eventql,"EventQL is a distributed, columnar database built for large-scale data collection and analytics workloads. It can handle a large volume of streaming writes and runs super-fast SQL and MapReduce queries.",806,60,C++,eventql,,Organization,"Berlin, Amsterdam",,,,,1000.5,7,86,107,126,13,2865
davidferguson/pibakery,pibakery,"The blocks based, easy to use setup tool for Raspberry Pi",804,57,JavaScript,davidferguson,David Ferguson,User,"Edinburgh, Scotland",55.953252,-3.188267,Edinburgh,United Kingdom,1002,4,12,39,30,6,52
DynamicCocoa/DynamicCocoa,DynamicCocoa,A framework for running Cocoa code dynamically.,802,77,,DynamicCocoa,,Organization,,,,,,1003,0,0,27,1,1,2
Juude/Awesome-Android-Architecture,Awesome-Android-Architecture,Android架构合集,801,189,,Juude,J.D.Song,User,"HangZhou,China",30.274085,120.15507,Hangzhou,China,1005.5,0,1,4,1,2,26
Teamweek/instadate,instadate,A minimal high performance date library for Node.js and Browser,801,22,JavaScript,Teamweek,Teamweek,Organization,Estonia,58.595272,25.013607,,Estonia,1005.5,0,5,0,8,7,64
reactstrap/reactstrap,reactstrap,Simple React Bootstrap 4 components,801,78,JavaScript,reactstrap,reactstrap,Organization,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1005.5,2,168,17,71,24,314
Lunat1q/Catchem-PoGo,Catchem-PoGo,"PoGo Bot, C#, awesome UI, Bot manager, Discord server: https://discord.me/Catchem",801,515,,Lunat1q,Max,User,"Moscow, Russia",55.755826,37.6173,Moscow,Russia,1005.5,2,174,74,2022,35,309
dongjunkun/CouponView,CouponView,半圆锯齿背景虚线边框组合实现简单优惠券效果，可实现一些简单组合,800,124,Java,dongjunkun,董俊锟,User,湖北武汉,30.593099,114.305393,Wuhan,China,1010,0,0,0,2,1,35
sharish/ScratchView,ScratchView,,800,119,Java,sharish,Harish Sridharan,User,"Chennai, India",13.0826802,80.2707184,Chennai,India,1010,0,2,2,1,2,13
knq/xo,xo,"Command line tool to generate idiomatic Go code for SQL databases supporting PostgreSQL, MySQL, SQLite, Oracle, and Microsoft SQL Server",800,57,Go,knq,KNQ,Organization,Colorado,39.5500507,-105.7820674,,United States,1010,0,14,11,35,3,141
dieforfree/qart4j,qart4j,QR code ASCII art for java,800,100,Java,dieforfree,,User,China,35.86166,104.195397,,China,1010,0,2,0,2,3,12
CanonicalLtd/react-native,react-native,A framework for building native apps with React.,800,34,JavaScript,CanonicalLtd,Canonical Ltd,Organization,"London, UK",51.5073509,-0.1277583,London,United Kingdom,1010,0,1,0,0,391,1733
JakeWharton/DrawerBehavior,DrawerBehavior,A CoordinatorLayout behavior which mimics the functionality of DrawerLayout.,799,54,Java,JakeWharton,Jake Wharton,User,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Pittsburgh,United States,1013,7,2,12,2,2,5
Microsoft/HoloJS,HoloJS,Provides a framework for creating holographic apps using JavaScript and WebGL.,798,38,C++,Microsoft,Microsoft,Organization,"Redmond, WA",47.6739881,-122.121512,Redmond,United States,1014,1,6,11,2,5,23
kubernetes/kops,kops,"Kubernetes Operations (kops) - Production Grade K8s Installation, Upgrades, and Management",797,154,Go,kubernetes,Kubernetes,Organization,,,,,,1015,32,579,375,332,78,1612
tensorflow/serving,serving,"A flexible, high-performance serving system for machine learning models",796,248,C++,tensorflow,,Organization,,,,,,1016,2,107,41,133,34,469
eleme/HermesEventBus,HermesEventBus,"A library for using EventBus between processes, useful in the IPC or plugin development.",795,90,Java,eleme,eleme,Organization,Shanghai,31.230416,121.473701,Shanghai,China,1017,0,4,3,13,2,79
lzxb/flex.css,flex.css,"flex.css is declarative layout which is compatible with wechat, UC, webview and other main-stream mobile browser and surpports react, vue, angular. ",793,184,CSS,lzxb,狼族小狈,User,中国,35.86166,104.195397,,China,1019,0,0,0,6,1,113
Slyce-Inc/SlyceMessaging,SlyceMessaging,A messaging library for Android,793,124,Java,Slyce-Inc,Slyce Inc.,Organization,,,,,,1019,3,16,9,10,5,121
dixonandmoe/rellax,rellax,"Lightweight, vanilla javascript parallax library",793,55,HTML,dixonandmoe,Dixon & Moe,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1019,4,9,5,14,8,64
willianjusten/awesome-audio-visualization,awesome-audio-visualization,A curated list about Audio Visualization.,792,63,Ruby,willianjusten,Willian Justen ,User,"Dublin, Ireland",53.3498053,-6.2603097,Dublin,Ireland,1021,0,15,0,1,16,139
AliSoftware/Reusable,Reusable,"A Swift mixin for reusing views easily and in a type-safe way (UITableViewCells, UICollectionViewCells, custom UIViews, ViewControllers, Storyboards…)",790,66,Swift,AliSoftware,AliSoftware,User,"Rennes, France",48.117266,-1.6777926,Rennes,France,1022,2,19,3,14,17,132
microapps/MoonMail,MoonMail,Shoot billions of emails using AWS - SES - Lambda. Serverless Framework powered project,789,54,JavaScript,microapps,microapps,Organization,"New York, Barcelona, Málaga",,,,,1023,0,144,1,12,12,446
hilongjw/vue-zhihu-daily,vue-zhihu-daily,zhihu daily spa with vue  线上演示在这里 ---->,788,178,JavaScript,hilongjw,Awe,User,"beijing, chengdu",30.5588899,104.2386533,Chengdu Shi,China,1025,0,0,6,11,1,21
JpressProjects/jpress,jpress,,788,489,JavaScript,JpressProjects,JPressProjects,User,,,,,,1025,1,6,18,19,1,798
Polidea/RxAndroidBle,RxAndroidBle,,788,123,Java,Polidea,Polidea,Organization,Warsaw,52.2296756,21.0122287,Warsaw,Poland,1025,3,21,19,66,12,314
wl9739/BlurredView,BlurredView,Dynamic blur of image views for Android,787,145,Java,wl9739,QiuShui,User,"ChongQin, China",29.56301,106.551556,Chongqing,China,1027,0,0,0,3,1,19
armcha/AutoLinkTextView,AutoLinkTextView,"AutoLinkTextView is TextView that supports Hashtags (#), Mentions (@) , URLs (http://), Phone and Email automatically detecting and ability to handle clicks.",785,89,Java,armcha,Arman,User,Armenia,40.069099,45.038189,,Armenia,1028,0,1,1,2,2,37
zhouhuanqiang/LearningIOS,LearningIOS,Learning materials of iOS,783,339,,zhouhuanqiang,周焕强,User,"Ningbo,China",29.868336,121.54399,Ningbo,China,1029,0,1,2,3,2,46
testdouble/suture,suture,🏥 A Ruby gem that helps you refactor your legacy code,782,18,Ruby,testdouble,test double,Organization,"Columbus, Ohio, USA",39.9611755,-82.9987942,Columbus,United States,1030,1,10,6,52,6,247
shchurov/HorizontalWheelView,HorizontalWheelView,,781,80,Java,shchurov,Mykhailo Shchurov,User,Helsinki,60.1698557,24.938379,Helsinki,Finland,1031.5,1,0,1,6,1,37
summerblue/phphub5,phphub5,"PHPHub Ver 5 is a Forum project Powered by Laravel 5.1, and it is also the project build up PHP & Laravel China community ",781,177,PHP,summerblue,CharlieJade,User,ShenZhen China,22.543096,114.057865,Shenzhen,China,1031.5,1,11,8,30,8,819
cn-ljb/rxjava_for_android,rxjava_for_android,Android platform on the use of Demo RxJava,780,207,Java,cn-ljb,ljb,User,China_bj,,,,,1033.5,0,5,2,0,2,41
Azoft/CarouselLayoutManager,CarouselLayoutManager,Android Carousel LayoutManager for RecyclerView,780,111,Java,Azoft,Azoft Ltd.,Organization,"Novosibirsk, Russia",55.0083526,82.9357327,Novosibirsk,Russia,1033.5,0,1,7,25,3,68
tough1985/RxjavaRetrofitDemo,RxjavaRetrofitDemo,A demo show how to use Retrofit with Rxjava,779,220,Java,tough1985,阿，希爸,User,AnHui WuHu China ,31.352859,118.432941,Wuhu,China,1036.5,0,1,8,1,2,19
golastmile/rasa_nlu,rasa_nlu,,779,85,Python,golastmile,LASTMILE,Organization,Berlin,52.5200066,13.404954,Berlin,Germany,1036.5,1,43,15,26,8,422
720kb/ndm,ndm,npm desktop manager  https://720kb.github.io/ndm,779,24,JavaScript,720kb,720kb,Organization,,,,,,1036.5,0,11,32,47,8,785
Plailect/Guide,Guide,"A complete guide to 3DS custom firmware, from stock to arm9loaderhax.",779,177,CSS,Plailect,Plailect,User,Nullsec,,,,,1036.5,0,30,5,777,10,223
wesbos/Learn-Redux-Starter-Files,Learn-Redux-Starter-Files,⚛ Starter files and solutions for the LearnRedux.com video series,778,636,JavaScript,wesbos,Wes Bos,User,"Hamilton, Ontario",43.2557206,-79.8711024,Hamilton,Canada,1040,3,8,0,0,5,14
ruanyf/document-style-guide,document-style-guide,中文技术文档的写作规范,778,166,,ruanyf,Ruan YiFeng,User,"Shanghai, China",31.230416,121.473701,Shanghai,China,1040,0,5,0,4,5,33
eanplatter/enclave,enclave,A simpler way to compile React applications http://enclave.js.org,778,29,JavaScript,eanplatter,ean,User,Kℽ,,,,,1040,0,80,0,31,9,201
MasayukiSuda/EasingInterpolator,EasingInterpolator,Twenty-eight different easing animation interpolators for Android.,777,74,Java,MasayukiSuda,Masayuki Suda,User,"Tokyo, Japan",35.6894875,139.6917064,,Japan,1043,0,0,2,1,1,14
D-clock/AndroidSystemUiTraining,AndroidSystemUiTraining,Android System UI Training Code,777,270,Java,D-clock,D_clock爱吃葱花,User,"GuangZhou,China",23.12911,113.264385,Guangzhou,China,1043,0,1,7,6,2,57
chinchang/superplaceholder.js,superplaceholder.js,⚡Super charge your input placeholders,777,106,JavaScript,chinchang,Kushagra Gour,User,"Delhi, India",28.7040592,77.1024902,,India,1043,2,4,5,2,4,13
s3git/s3git,s3git,"s3git: git for Cloud Storage. Distributed Version Control for Data. Create decentralized and versioned repos that scale infinitely to 100s of millions of files. Clone huge PB-scale repos on your local SSD to make changes, commit and push back. Oh yeah, it dedupes too and offers directory versioning.",776,18,Go,s3git,s3git,Organization,The Netherlands,52.132633,5.291266,,Netherlands,1045.5,1,8,7,3,5,138
JuanitoFatas/what-do-you-call-this-in-ruby,what-do-you-call-this-in-ruby,Solving the second hard problem in Computer Science.,776,52,,JuanitoFatas,Juanito Fatas,User,"Taipei, Taiwan",25.0329636,121.5654268,,Taiwan,1045.5,0,34,0,1,29,93
natefinch/gorram,gorram,It's like go run for any go function,775,15,Go,natefinch,Nate Finch,User,"Massachusetts, USA",42.4072107,-71.3824374,,United States,1047.5,0,1,13,13,1,50
meikoz/Basic,Basic, Basic Architecture allows you to develop easy,775,239,Java,meikoz,蜡笔小新,User,China Beijing,39.904211,116.407395,Beijing,China,1047.5,0,0,6,1,3,59
VikParuchuri/apartment-finder,apartment-finder,A Slack bot that helps you find an apartment.,774,186,Python,VikParuchuri,Vik Paruchuri,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1050,4,2,5,2,3,18
wooplr/Spotlight,Spotlight,Spotlight is an Android library used to onboard users by showcasing specific features in the app.,774,102,Java,wooplr,Wooplr,Organization,Bangalore,12.9715987,77.5945627,Bengaluru,India,1050,6,10,9,13,5,48
VctrySam/whatsapp,whatsapp,WhatsApp in React Native,774,160,JavaScript,VctrySam,Sam Okoro,User,"Austin, TX",30.267153,-97.7430608,Austin,United States,1050,0,7,5,5,5,25
chengdazhi/DecentBanner,DecentBanner,An ViewPager based Android Banner that supports auto scrolling and decent animation,772,85,Java,chengdazhi,Dominic Cheng,User,Beijing,39.904211,116.407395,Beijing,China,1053.5,0,9,1,6,1,52
ShamylZakariya/FlyoutMenus,FlyoutMenus,"Simple material-style flyout menus for Android. There are many flyout type menus for Android, but this one is mine.",772,71,Java,ShamylZakariya,Shamyl Zakariya,User,Seattle,47.6062095,-122.3320708,Seattle,United States,1053.5,0,1,3,2,2,23
weexteam/article,article,let's talk about Weex,772,110,,weexteam,,Organization,,,,,,1053.5,0,1,84,36,3,6
TalAter/awesome-progressive-web-apps,awesome-progressive-web-apps,:sunrise: A collection of awesome resources for building progressive web apps,772,52,,TalAter,Tal Ater,User,"Tel Aviv, Israel",32.0852999,34.7817676,Tel Aviv-Yafo,Israel,1053.5,2,3,0,3,3,31
abalone0204/Clairvoyance,Clairvoyance, Make Taiwan a Better Place to Work,770,103,JavaScript,abalone0204,Tsung Chen Ku,User,Taipei,25.0329636,121.5654268,,Taiwan,1056,1,31,22,12,9,206
MicrosoftEdge/magic-mirror-demo,magic-mirror-demo,A :zap:Magic Mirror:zap: powered by a UWP Hosted Web App :rocket:,768,148,JavaScript,MicrosoftEdge,Microsoft Edge,Organization,,,,,,1057,1,18,19,13,14,392
trailbehind/DeepOSM,DeepOSM,Train a deep learning net with OpenStreetMap features and satellite imagery.,767,85,Python,trailbehind,"TrailBehind, Inc.",Organization,"Berkeley, CA",37.8715926,-122.272747,Berkeley,United States,1058.5,1,37,10,23,7,390
dabbott/react-native-express,react-native-express,Learn React Native through interactive examples,767,44,JavaScript,dabbott,Devin Abbott,User,"San Francisco, California",37.7749295,-122.4194155,San Francisco,United States,1058.5,0,16,1,3,10,118
zhengmin1989/iOS_ICE_AND_FIRE,iOS_ICE_AND_FIRE,iOS冰与火之歌,766,210,Objective-C,zhengmin1989,Min (Spark) Zheng,User,,,,,,1061.5,0,0,7,1,1,15
laobie/NineGridImageView,NineGridImageView,"A custom widget for Android, which uesd for showing grid pictures.",766,134,Java,laobie,Jaeger,User,"Shanghai, China",31.230416,121.473701,Shanghai,China,1061.5,0,0,1,13,1,17
lcxfs1991/blog,blog,leehey's blog -- 请star或者watch,766,56,,lcxfs1991,heyli,User,"Hong Kong - Shenzhen, China",22.543096,114.057865,Shenzhen,China,1061.5,0,0,15,1,1,32
YiuChoi/MicroReader,MicroReader,一个小而美的阅读客户端,766,197,Java,YiuChoi,蔡小木,User,"Wuhan, China",30.593099,114.305393,Wuhan,China,1061.5,0,9,9,8,2,207
fenbf/AwesomePerfCpp,AwesomePerfCpp,"A curated list of awesome C/C++ performance optimization resources: talks, articles, books, libraries, tools, sites, blogs. Inspired by awesome.",764,123,CSS,fenbf,Bartłomiej Filipek,User,Poland,51.919438,19.145136,,Poland,1065,0,0,0,0,1,20
google/butteraugli,butteraugli,butteraugli estimates the psychovisual difference between two images,764,36,C++,google,Google,Organization,,,,,,1065,2,4,0,0,4,15
apple/swift-protobuf-plugin,swift-protobuf-plugin,Moved to apple/swift-protobuf,764,18,,apple,Apple,Organization,"Cupertino, CA",37.3229978,-122.0321823,Cupertino,United States,1065,0,6,0,0,7,53
awesome-lists/awesome-bash,awesome-bash,A curated list of delightful Bash scripts and resources.,763,61,Shell,awesome-lists,Awesome,Organization,,,,,,1067,1,12,2,2,10,30
armcha/LuseenBottomNavigation,LuseenBottomNavigation,BottomNavigationView  Designed according Google guideLine,762,137,Java,armcha,Arman,User,Armenia,40.069099,45.038189,,Armenia,1068,0,6,11,10,5,70
liuzhiyi1992/ZYCornerRadius,ZYCornerRadius,"一句代码，圆角风雨无阻。A Category to make cornerRadius for UIImageView have no Offscreen-Rendered, be more efficiency.     ",760,112,Objective-C,liuzhiyi1992,,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,1069,0,2,8,17,2,96
500px/greedo-layout-for-ios,greedo-layout-for-ios,Full aspect ratio grid layout for iOS,758,45,Objective-C,500px,500px,Organization,"Toronto, ON, Canada",43.653226,-79.3831843,Toronto,Canada,1070.5,0,9,3,1,6,35
chewxy/gorgonia,gorgonia,Gorgonia is a library that helps facilitate machine learning in Go.,758,66,Go,chewxy,Chewxy,User,,,,,,1070.5,0,19,26,24,6,191
QMUI/QMUI_Web,QMUI_Web,QMUI Web 前端框架,757,115,CSS,QMUI,QMUI 团队,Organization,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,1072,0,1,0,9,4,138
recruit-mtl/Graphs,Graphs,Light weight charts view generater for iOS. Written in Swift.,756,48,Swift,recruit-mtl,Recruit Holdings. Media Technology Lab,Organization,"Ginza, tokyo, Japan",35.6721142,139.7708253,Chuo,Japan,1074,2,1,4,3,1,22
raulmur/ORB_SLAM2,ORB_SLAM2,"Real-Time SLAM for Monocular, Stereo and RGB-D Cameras, with Loop Detection and Relocalization Capabilities",756,609,C++,raulmur,Raul Mur-Artal,User,Zaragoza (Spain),41.6488696,-0.8897421,,Spain,1074,23,3,144,58,1,63
BoostIO/Boostnote,Boostnote,"Boostnote, the opensource note app for developer.",756,99,JavaScript,BoostIO,Boostnote,Organization,Fukuoka,33.5903547,130.4017155,Fukuoka,Japan,1074,4,34,59,100,16,519
Nightonke/BlurLockView,BlurLockView,Lock view with blur effect. Easy to customise.,755,145,Java,Nightonke,Weiping Huang,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,1076,0,1,6,1,1,27
guerrerocarlos/CacheP2P,CacheP2P,'More users = More capacity',753,28,JavaScript,guerrerocarlos,Carlos Guerrero,User,,,,,,1077.5,0,2,15,5,1,21
ment-mx/Prism,Prism,Creates a beautiful artboard color palette with all your 'Document Colors' and their respective color label in a variety of formats.,753,24,JavaScript,ment-mx,Ment,Organization,Mexico City,19.4326077,-99.133208,Mexico City,Mexico,1077.5,0,2,2,12,2,61
szynszyliszys/repaintless,repaintless,Library for fast CSS Animations,752,34,CSS,szynszyliszys,Anna Migas,User,"Kraków, Poland",50.0646501,19.9449799,Kraków,Poland,1079,0,2,0,1,2,30
jekyll/jekyll-admin,jekyll-admin,A Jekyll plugin that provides users with a traditional CMS-style graphical interface to author content and administer Jekyll sites. ,751,49,JavaScript,jekyll,Jekyll,Organization,,,,,,1080,2,140,29,89,10,757
square/Cleanse,Cleanse,Lightweight Swift Dependency Injection Framework,750,25,Swift,square,Square,Organization,,,,,,1083,5,9,15,8,2,35
a-voyager/BluetoothHelper,BluetoothHelper,Bluetooth Helper Library.—-蓝牙操作库,750,96,Java,a-voyager,WuHaojie,User,"ChengDu, SiChuan, China",30.572816,104.066801,Chengdu,China,1083,0,1,3,3,2,25
teamtnt/tntsearch,tntsearch,A fully featured full text search engine written in PHP,750,60,PHP,teamtnt,TNT Studio,Organization,Zagreb,45.8150108,15.981919,Zagreb,Croatia,1083,0,11,4,43,8,180
rook/rook,rook,"Open, Cloud Native, and Universal Distributed Storage",750,28,Go,rook,Rook,Organization,,,,,,1083,3,155,89,81,11,436
datacrypt-project/hitchhiker-tree,hitchhiker-tree,"Functional, persistent, off-heap, high performance data structure",750,47,Clojure,datacrypt-project,,Organization,,,,,,1083,3,14,10,1,12,102
venshine/BezierMaker,BezierMaker,通过de Casteljau算法绘制贝塞尔曲线，并计算它的切线，实现1-7阶贝塞尔曲线的形成动画。,749,131,Java,venshine,venshine,User,"Beijing, China",39.904211,116.407395,Beijing,China,1087,0,0,0,1,1,35
dmotz/thing-translator,thing-translator,Point your camera at things to hear how to say them in a different language,749,76,JavaScript,dmotz,Dan Motzenbecker,User,NYC,40.7127837,-74.0059413,New York,United States,1087,3,0,4,3,1,62
jaspervdj/patat,patat,Terminal-based presentations using Pandoc,749,16,Haskell,jaspervdj,Jasper Van der Jeugt,User,"Zurich, Switzerland",47.3768866,8.541694,Zürich,Switzerland,1087,1,10,3,17,4,143
Yalantis/ColorMatchTabs,ColorMatchTabs,This is a Review posting app that let user find interesting places near them,748,72,Swift,Yalantis,Yalantis,Organization,"Ukraine, Dnipro",48.464717,35.046183,Dnipro,Ukraine,1089.5,0,9,17,18,3,40
react-native-community/react-native-svg,react-native-svg,SVG library for React Native.,748,95,JavaScript,react-native-community,React Native Community,Organization,,,,,,1089.5,5,37,55,113,23,361
sephiroth74/Material-BottomNavigation,Material-BottomNavigation,Bottom Navigation widget component inspired by the Google Material Design Guidelines at https://www.google.com/design/spec/components/bottom-navigation.html,747,102,Java,sephiroth74,Alessandro Crugnola,User,"New York, NY",40.7127837,-74.0059413,New York,United States,1092,1,10,11,15,2,276
arikis/Overdrive,Overdrive,"⚡️ Fast async task based Swift framework with focus on type safety, concurrency and multi threading",747,27,Swift,arikis,Said Sikira,User,,,,,,1092,0,2,0,3,3,194
roughike/SwipeSelector,SwipeSelector,"A nicer-looking, more intuitive and highly customizable alternative for radio buttons and dropdowns for Android.",747,111,Java,roughike,Iiro Krankka,User,"Oulu, Finland",65.0120888,25.4650773,Oulu,Finland,1092,4,7,10,6,5,148
viosey/hexo-theme-material,hexo-theme-material,Material Design Theme for Hexo.,746,108,CSS,viosey,Viosey,User,"Amoy, China",24.479834,118.089425,Xiamen,China,1094,1,29,15,51,15,153
pawelgrzybek/siema,siema,Siema - Lightweight and simple carousel in pure JavaScript,745,42,HTML,pawelgrzybek,Pawel Grzybek,User,Northampton / UK,52.240477,-0.902656,Northampton,United Kingdom,1095,1,6,3,12,5,128
alexadam/save-as-ebook,save-as-ebook,Save a web page/selection as an eBook (.epub format) - a Chrome/Firefox/Opera Web Extension,744,29,JavaScript,alexadam,Alex Adam,User,,,,,,1096.5,0,0,4,1,1,79
GPUOpen-ProfessionalCompute-Tools/HIP,HIP,HIP : Convert CUDA to Portable C++ Code,744,58,C++,GPUOpen-ProfessionalCompute-Tools,GPUOpen,Organization,,,,,,1096.5,2,11,14,33,17,1263
we-are-next/cssco,cssco,"Photographic filters made with CSS, inspired by VSCO and CSSgram",743,33,CSS,we-are-next,Next,Organization,"Cape Town, South Africa",-33.9248685,18.4240553,Cape Town,South Africa,1098,2,3,2,7,4,47
philliphsu/BottomSheetPickers,BottomSheetPickers,Third-party date and time pickers for Android.,742,72,Java,philliphsu,Phillip Hsu,User,,,,,,1099,0,2,6,5,2,318
Charlesyaoxin/NeiHanDuanZI,NeiHanDuanZI,内涵段子,741,187,Objective-C,Charlesyaoxin,Charles姚,User,Beijing，China,39.904211,116.407395,Beijing,China,1101,0,0,0,0,1,32
tidwall/summitdb,summitdb,"In-memory NoSQL database with ACID transactions, Raft consensus, and Redis API",741,28,Go,tidwall,Josh Baker,User,"Tempe, AZ",33.4255104,-111.9400054,Tempe,United States,1101,1,0,4,2,1,58
lk-geimfari/elizabeth,elizabeth,"Elizabeth is a fast and easier to use Python library for generating dummy data, which are very useful when you need to bootstrap the database in the testing phase of your software.",741,50,Python,lk-geimfari,Líkið Geimfari,User,Ryssland,61.52401,105.318756,,Russia,1101,0,40,5,37,19,472
gskbyte/GSKStretchyHeaderView,GSKStretchyHeaderView,A generic stretchy header for UITableView and UICollectionView,739,84,Objective-C,gskbyte,Jose Alcalá Correa,User,"Zurich, Switzerland",47.3768866,8.541694,Zürich,Switzerland,1104.5,0,10,0,27,2,138
