full_name, stars, forks, description, language
Notedown-cn/wxopen, 524, 172, "微信公众平台 |小程序 API文档 http://wxopen.notedown.cn/", HTML
wesbos/es6.io, 499, 195, "🔥 Starter Files to Learn with ES6 for Everyone", HTML
jeffposnick/create-react-pwa, 465, 33, "https://github.com/facebookincubator/create-react-app + Progressive Web App goodness", HTML
Broszhu/zhuanbang-javascript-notes, 465, 109, "朱安邦的JavaScript学习笔记；JavaScript学习总结；前端变化太快，只有把JS基础打扎实了，才能游刃有余；为了让我的JavaScript基础异常牢固，思路更加清晰，我会把以前总结过的知识和平时看到的资料放在这里，把以前零零散散的知识点全部串起来！这个项目也许写到最后会是一个非常不错的JavaScript教程，希望可以帮到更多的人；收藏请点star；如果发现我有写错误的，欢迎随时帮我改正，或者增加新的观点，谢谢！", HTML
jaywcjlove/linux-command, 436, 107, "Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。", HTML
ijry/lyicon, 416, 57, "兼容fa的图标库", HTML
chantastic/reactpatterns.com, 392, 23, "Patterns for React Developers", HTML
neveragaindottech/neveragaindottech.github.io, 343, 1812, "Source files for the neveragain.tech site", HTML
barretlee/blogChat, 320, 84, "Chat room source code for Barret Lee's Personal Blog.", HTML
codrops/SegmentEffect, 308, 78, "Background image segment effect as seen on [Filippo Bello's Portfolio](http://www.filippobello.com/portfolio).", HTML
siggy/beatboxer, 278, 38, "Drum machine in a few hundred lines of html/js/css", HTML
qiwihui/hiwifi-ss, 266, 52, "极路由+ss配置", HTML
callmelanmao/yunshare, 265, 69, "百度云分享爬虫项目", HTML
jhu-ep-coursera/fullstack-course5, 262, 581, "All of the source code for the Single Page Web Applications with AngularJS course.", HTML
garygreen/pretty-routes, 255, 25, "Pretty routes for Laravel 5", HTML
rougier/from-python-to-numpy, 249, 30, "An open-access book on numpy vectorization techniques, Nicolas P. Rougier, 2017", HTML
lsrur/inspector, 236, 18, "Laravel Inspector, debugging and profiling tools for Web Artisans", HTML
salesforce/vulnreport, 235, 46, "Open-source pentesting management and automation platform by Salesforce Product Security", HTML
josephernest/talktalktalk, 234, 28, "TalkTalkTalk is an easy-installable small chat room, with chat history.", HTML
layui/fly, 232, 41, "基于Layui的轻量级问答社区页面模版", HTML
Necrobot-Private/NecroBot, 225, 158, "NecroBot2", HTML
jlord/essential-electron, 219, 19, "Concise plain-speak about Electron", HTML
codrops/InteractivePoints, 218, 56, "An interactive transparency background effect that makes images visible when specific points are hovered, showing some content once clicked.", HTML
samayshamdasani/enlight, 218, 36, "learn to code by building projects", HTML
boguz/Spinners, 213, 28, "Collection of HTML and CSS spinners | https://boguz.github.io/Spinners", HTML
codrops/TiltHoverEffects, 209, 32, "Some ideas for hover effects with a fancy tilt effect. Inspired by the effect seen on Kikk 2015.", HTML
TrumpTracker/trumptracker.github.io, 203, 27, "Open source for http://trumptracker.github.io/", HTML
AI-ON/ai-on.org, 192, 20, "AI•ON projects repository and website source.", HTML
tc39/proposal-dynamic-import, 192, 6, "import() proposal for JavaScript", HTML
codrops/BlockRevealers, 192, 20, "Ideas for revealing content in a schematic box look as seen around the Web lately.", HTML
luyishisi/Anti-Anti-Spider, 187, 97, "越来越多的网站具有反爬虫特性，有的用图片隐藏关键数据，有的使用反人类的验证码，建立反反爬虫的代码仓库，通过与不同特性的网站做斗争（无恶意）提高技术。（欢迎提交难以采集的网站） ", HTML
hbxeagle/rem, 187, 58, "rem adapt", HTML
tiaanduplessis/tipograf, 181, 9, "Lightweight pure CSS typography base for your next project", HTML
atifazam/vocalizer, 174, 18, "A simple javascript plugin to show people how to say your name correctly.", HTML
aws/aws-week-in-review, 168, 166, "The files in this GitHub Repo are used to produce the AWS Week in Review.", HTML
xem/minix86, 167, 12, "x86 (MS-DOS) documentation, disassembler and emulator - WIP", HTML
jiji262/wooyun_articles, 166, 170, "drops.wooyun.org 乌云Drops文章备份", HTML
notwaldorf/emojillate, 162, 12, ":camera::art: Pixellate an image into emoji", HTML
fossasia/gci16.fossasia.org, 161, 202, "GCI Website 2016 http://gci16.fossasia.org", HTML
dhparkdh/resume-for-web-developer, 158, 22, "resume-for-web-developer", HTML
Xyntax/1000php, 156, 147, "1000个PHP代码审计案例(2016.7以前乌云公开漏洞)", HTML
zhengmin1989/MyArticles, 156, 60, "蒸米的文章（iOS冰与火之歌系列，一步一步学ROP系列，安卓动态调试七种武器系列等）", HTML
deanhume/image-beast, 153, 2, "My 10K apart entry - A handy 1KB script that decides the leanest image format to return based on your browser.", HTML
notwaldorf/font-style-matcher, 153, 7, "⚡️🎨 Matches the x-heights and widths of two fonts", HTML
n457/Uncolored, 152, 5, "(Un)colored — Next generation desktop rich content editor that saves documents with themes. HTML & Markdown compatible. For Windows, OS X & Linux. — http://n457.github.io/Uncolored/", HTML
jamielhf/vue, 149, 101, "", HTML
BrandonJoffe/home_surveillance, 148, 36, "Home surveillance system with facial recognition ", HTML
ryanhoo/Android-Proficiency-Exercise, 146, 41, "Impress me", HTML
NVIDIA/Falcor, 144, 12, "Real-time rendering research framework", HTML
backToNature/touchFeedback, 141, 27, "TouchFeedback.js is a library for touch feedback in mobile browsers;All functions are realized only in 2kb;", HTML
i5ting/oh-http, 139, 26, "精解http", HTML
jacquerie/stop-the-bullshit, 135, 8, "Blocks websites that publish fake news, and hides their posts on Facebook", HTML
ivanceras/spongedown, 131, 2, "Markdown with svg bob support", HTML
codrops/MultiLayoutSlideshow, 130, 22, "A simple decorative slideshow component with individual slide layouts and effects.  Powered by anime.js. http://tympanus.net/Development/MultiLayoutSlideshow/", HTML
dansup/bulma-templates, 129, 29, "html templates for the bulma css framework", HTML
surikov/webaudiofont, 128, 10, "Web Audio Font - Soundfont for Web Audio API", HTML
AdamMarsden/simple-typography, 122, 14, "A simple starting ground for beautiful typography on the web using Sass.", HTML
pkremp/polls, 119, 45, "", HTML
nealrs/readsure, 117, 1, "make readers pass a quiz before they can comment / share an article", HTML
gwillem/magento-malware-scanner, 117, 24, "A collection of rules and samples to detect Magento malware ", HTML
davestewart/javascript-state-machine, 116, 3, "An expressive, feature-rich, event-driven JavaScript finite-state machine", HTML
renancaldas/aws-ec2-guide, 114, 22, "📚  A step-by-step guide for setting up a linux server with NodeJS, Nginx and Git Hook Listener.", HTML
LeaVerou/markapp, 113, 58, "Building apps by authoring HTML", HTML
WardCunningham/remodeling, 112, 7, "The original wiki rewritten as a single page application", HTML
GediminasMasaitis/PokeEase, 109, 54, "The Perfect GUI for Pokemon GO botting -- Work In Progress", HTML
ropensci/magick, 106, 9, "Magic, madness, heaven, sin", HTML
Netflix/ndbench, 106, 19, "Netflix Data Store Benchmark", HTML
JulianNorton/weather-10kb, 103, 35, "A super fast weather site in under 10kb.", HTML
gundb/gun-starter-app, 100, 3, "Framework agnostic starter code for gun apps", HTML
roberdam/Xaddress, 1189, 52, "Xaddress - Give 7 billion people an instant physical address", Ruby
octobox/octobox, 1148, 62, ":postbox: Take back control of your GitHub Notifications", Ruby
testdouble/suture, 782, 18, "🏥 A Ruby gem that helps you refactor your legacy code", Ruby
rails/webpacker, 644, 31, "Use Webpack to manage app-like JavaScript modules in Rails", Ruby
heckpsi-lab/em-midori, 573, 39, "Lightweight, Flexible and Fast Ruby Web Framework", Ruby
rpplusplus/PokemonHook, 510, 159, "", Ruby
substrakt/letsencrypt-heroku, 505, 16, "Make any Heroku application secure in just a couple of minutes.", Ruby
beweinreich/mlooper, 459, 42, "The sp@mlooper", Ruby
amatsuda/jb, 413, 12, "A simple and fast JSON API template engine for Ruby on Rails", Ruby
adamcooke/procodile, 405, 4, "🐊 Run Ruby/Rails processes in the background on Linux servers with ease", Ruby
EugenMayer/docker-sync, 387, 41, "Run your application at full speed while syncing your code for development, finally empowering you to utilize docker for development under OSX", Ruby
wojteklu/depcheck, 348, 6, "Dependency analyzer tool for Swift projects", Ruby
KrauseFx/overkill, 334, 16, "Don't let iTunes interrupt your workflow 💥🎵   ", Ruby
antisnatchor/phishlulz, 266, 112, "", Ruby
github/graphql-client, 258, 17, "A Ruby library for declaring, composing and executing GraphQL queries", Ruby
anycable/anycable, 253, 5, "Polyglot replacement for ActionCable server ", Ruby
antulik/pagelet_rails, 233, 7, "Improve perceived performance of your rails application with minimum effort", Ruby
janlelis/whirly, 211, 5, "Colorful Terminal Spinner for Ruby", Ruby
endofunky/oprah, 209, 5, "Opinionated presenters for Rails 5 - without the cruft", Ruby
botmetrics/botmetrics, 197, 18, "Analytics and Engagement for Makers and Marketers of Chat and Voice bots ", Ruby
dphuang2/PoGoBag, 175, 77, "Analyze and share your Pokémon through a locally run server! Official Site access has been stopped as of 12/23/2016", Ruby
webgradus/kms, 165, 14, "Simple and powerful Ruby on Rails CMS for developers", Ruby
toddwschneider/flim-springfield, 164, 14, "Analysis of The Simpsons", Ruby
aleks/ansible-rails, 163, 10, "Ansible: Ruby on Rails Server (Ubuntu 16.x)", Ruby
LendingHome/zero_downtime_migrations, 160, 3, "Zero downtime migrations with ActiveRecord and PostgreSQL", Ruby
playgroundbooks/playgroundbook, 150, 14, "Tool for Swift Playground books", Ruby
iberianpig/fusuma, 149, 5, "Multitouch gestures with libinput dirver on X11, Linux", Ruby
bradurani/pg-eyeballs, 146, 2, "A Ruby gem for using the postgres explain command with Active Record :eyes:", Ruby
michaelfeathers/scythe, 134, 9, "A tool for detecting barely used code in production", Ruby
blazeeboy/rubrowser, 129, 4, "a ruby code dependency graph interactive visualizer", Ruby
github/github-graphql-rails-example, 125, 14, "Example Rails app using GitHub's GraphQL API", Ruby
github/octocatalog-diff, 123, 8, "Compile Puppet catalogs from 2 branches, versions, etc., and compare them", Ruby
michenriksen/birdwatcher, 121, 18, "Data analysis and OSINT framework for Twitter", Ruby
keepcosmos/terjira, 120, 5, "Terjira is a very interactive and easy to use CLI tool for Jira.", Ruby
chendo/airchat, 119, 3, "AirChat lets you chat to nearby users by abusing the AirDrop interface on OS X.", Ruby
cookpad/kuroko2, 116, 10, "Kuroko2 is a web-based job scheduler / workflow engine.", Ruby
allenan/human_time, 115, 3, "Ruby time and date comparisons for humans", Ruby
Sceptive/forgiva, 114, 6, "The new-age password manager.", Ruby
Sorcery/sorcery, 114, 16, "Magical Authentication", Ruby
huynhquancam/worque, 111, 13, "Manage your daily notes like a bosssss", Ruby
Ruenzuo/cocoapods-amimono, 106, 3, "Move all dynamic frameworks symbols into the main executable.", Ruby
vitorebatista/open-source-react-native-apps, 106, 11, "📱 Collaborative List of Open-Source React Native Apps", Ruby
80percent/browser_warrior, 105, 6, "A Rails gem that rejects non-modern browsers with only one line code", Ruby
melvinsh/vcsmap, 100, 15, "vcsmap is a plugin-based tool to scan public version control systems for sensitive information.", Ruby
mxgmn/WaveFunctionCollapse, 6496, 247, "Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics.", C#
Mrs4s/BaiduPanDownload, 1930, 351, "百度网盘不限速下载工具", C#
Ar1i/PokemonGo-Bot, 1089, 845, "", C#
Unity-Technologies/PostProcessing, 700, 81, "Post Processing Stack", C#
TheUnnameOrganization/RocketBot, 676, 427, "Modified Version of NecroBot", C#
5andr0/PogoLocationFeeder, 640, 238, "Json feed of pokemon location data", C#
MobBotTeam/PokeMobBot, 609, 246, "a Pokemon Go Bot by PokeMobBot Team - Discord: https://discord.gg/8msqsWV | Forums:", C#
dotnet/standard, 548, 43, "This repo is building the .NET Standard", C#
FeroxRev/Pokemon-Go-Rocket-API, 448, 346, "Client API Library", C#
Spegeli/PokemoGoBot-GottaCatchEmAll, 443, 325, "PROJECT CLOSED !!!!", C#
neuecc/ZeroFormatter, 437, 18, "Fastest C# Serializer and Infinitely Fast Deserializer for .NET, .NET Core and Unity.", C#
antiufo/roslyn-linq-rewrite, 420, 10, "Compiles C# code by first rewriting the syntax trees of LINQ expressions using plain procedural code, minimizing allocations and dynamic dispatch.", C#
NickeManarin/ScreenToGif, 412, 59, "ScreenToGif allows you to record a selected area of your screen and save it as a gif or video.", C#
TeamPorcupine/ProjectPorcupine, 391, 411, "Project Porcupine: A Base-Building Game...in Space!", C#
keijiro/Skinner, 307, 29, "Special Effects with Skinned Mesh in Unity", C#
dodyg/practical-aspnetcore, 290, 33, "Practical samples of aspnet core projects you can use ", C#
davidfowl/Channels, 274, 32, "Push based .NET Streams", C#
JimBobSquarePants/ImageSharp, 266, 38, ":camera: A cross-platform library for the processing of image files; written in C#", C#
thepirat000/Audit.NET, 260, 34, "A small framework to audit .NET object changes", C#
Tlaster/YourAV, 256, 21, "宇宙级最轻量杀毒软件", C#
Microsoft/aspnet-api-versioning, 253, 28, "Provides a set of libraries which add service API versioning to ASP.NET Web API, OData with ASP.NET Web API, and ASP.NET Core.", C#
tiancaihb/WechatExport-iOS, 239, 73, "Save iOS WeChat history as HTML or TXT with neat layout and picture & audio support.", C#
aspnet/SignalR, 238, 35, "Incredibly simple real-time web for ASP.NET Core", C#
lolp1/Overlay.NET, 227, 14, "An easy-to-use overlay library written in C#", C#
d-haxton/HaxtonBot, 224, 153, "Still the fastest.", C#
JetBrains/Unity3dRider, 216, 21, "Unity JetBrains Rider integration", C#
EduardoPires/EquinoxProject, 215, 61, "Full ASP.NET Core application with DDD, CQRS and Event Sourcing", C#
Hotrian/OpenVRDesktopDisplayPortal, 183, 22, "Put your favorite Desktop Window directly into any OpenVR game!", C#
vandernorth/NecroBot.GUI, 172, 101, "GUI for the Pokemon Go - Necrobot", C#
Microsoft/uwp-experiences, 150, 55, "App Dev on Xbox event and blog repository", C#
foxglovesec/RottenPotato, 144, 43, "RottenPotato local privilege escalation from service account to SYSTEM", C#
ClosedXML/ClosedXML, 141, 40, "ClosedXML makes it easier for developers to create Excel 2007/2010 files. It provides a nice object oriented way to manipulate the files (similar to VBA) without dealing with the hassles of XML Documents. It can be used by any .NET language like C# and VisualBasic.NET.", C#
PomeloFoundation/Pomelo.EntityFrameworkCore.MySql, 139, 40, "Entity Framework Core provider for MySql built on top of mysql-net/MySqlConnector", C#
MahApps/MahApps.Metro.IconPacks, 139, 17, "Some awesome icons for WPF and UWP all together...", C#
sabresaurus/SabreCSG, 134, 16, "Level design tools for Unity", C#
yuleyule66/Npoi.Core, 126, 40, "a .NET Core library that can read/write Office formats without Microsoft Office installed. No COM+, no interop.", C#
Unity-Technologies/EditorVR, 124, 18, "Author VR in VR - See blog post for supporting downloads:", C#
Microsoft/IIS.Administration, 122, 20, "REST API for managing IIS", C#
Facepunch/Facepunch.Steamworks, 121, 7, "Another fucking c# Steamworks implementation", C#
tylike/CIIP, 120, 83, "", C#
UnityTechnologies/PlaygroundProject, 118, 38, "A collection of simple scripts to create 2D physics game, intended for giving workshops to a young audience", C#
billwillman/UnityResourceMgr, 114, 49, "", C#
liguobao/58HouseSearch, 109, 53, "58City House Crawler on Amap", C#
Mavichist/Fountain, 108, 9, "A map painting/generating software kit for worldbuilders.", C#
ppy/osu-framework, 106, 64, "A game framework written with osu! in mind.", C#
datalust/superpower, 104, 5, "A C# parser combinator library", C#
fanpan26/LayIM_NetClient, 103, 45, "LayIM2.0 .NET版本实现", C#
jfrijters/Managed.Reflection, 102, 7, "Managed replacement of System.Reflection[.Emit]", C#
open-guides/og-aws, 15436, 948, "📙 Amazon Web Services — a practical guide", Shell
rgcr/m-cli, 5425, 186, " Swiss Army Knife for macOS ", Shell
warpling/Macmoji, 1070, 44, "Slack/GitHub/Trello emoji for your mac! 😁 💥 💻", Shell
mchav/with, 1056, 28, "Command prefixing for continuous workflow using a single tool.", Shell
google/oss-fuzz, 975, 146, "OSS-Fuzz - continuous fuzzing of open source software", Shell
adtac/climate, 967, 49, "The ultimate command line tool for Linux developers! Provides a huge number of tools for developers to automate their system.", Shell
Coding/WebIDE, 509, 79, "Coding WebIDE Community Edition", Shell
gfredericks/quinedb, 499, 20, "QuineDB is a quine that is also a key-value store.", Shell
paulirish/git-recent, 495, 28, "See your latest local git branches, formatted real fancy", Shell
Screetsec/Dracnmap, 452, 100, "Dracnmap is an open source program which is using to exploit the network and gathering information with nmap help. Nmap command comes with lots of options that can make the utility more robust and difficult to follow for new users. Hence Dracnmap is designed to perform fast scaning with the utilizing script engine of nmap and nmap can perform various automatic scanning techniques with the advanced commands.", Shell
pimterry/notes, 385, 22, ":pencil: Simple delightful note taking, with more unix and less lock-in.", Shell
kovetskiy/go-fast, 375, 11, "Compile Go programs 7x faster", Shell
gojuno/mainframer, 333, 18, "Pretty universal instruction and script to setup Remote Build for Android project that uses Gradle (and potentially other build systems).", Shell
plexinc/pms-docker, 294, 19, "Plex Media Server Docker repo, for all your PMS docker needs.", Shell
haoel/haoel.github.io, 278, 54, "", Shell
mars/create-react-app-buildpack, 277, 28, "Heroku Buildpack for create-react-app: static hosting for React.js web apps", Shell
octoai/octo.ai, 263, 30, "The analytics hypervisor, an operating system to manage all your analytics needs and licensed under Apache 2.0 License.", Shell
SafeBreach-Labs/pwndsh, 253, 37, "Post-exploitation framework (and an interactive shell) developed in Bash shell scripting", Shell
MakeNowJust/bashcached, 251, 11, "memcached built on bash + socat", Shell
pimterry/git-confirm, 235, 6, ":question: Git hook to catch placeholders and temporary changes (TODO / @ignore) before you commit them.", Shell
ncuillery/rn-diff, 218, 7, "Easier React Native upgrades by clearly expose changes from a version to another. :rocket:", Shell
MariusQuabeck/magic-device-tool, 217, 40, "A simple and feature full batch tool to handle installing/replacing Operating Systems (Ubuntu Phone / Ubuntu Touch, Android, CyanogenMod, Maru OS, Sailfish OS and Phoenix OS) on your mobile devices.", Shell
felixSchl/git-fiddle, 202, 3, "Edit commit messages, authors and timestamps during git-rebase", Shell
CyberShadow/aconfmgr, 177, 6, "A configuration manager for Arch Linux", Shell
thomaspaulmann/Swish, 170, 2, "👷Build Swift Projects on a Remote Machine within Xcode.", Shell
tiaanduplessis/awesome-react-native-talks, 159, 3, ":sunglasses: A curated list of talks about React Native or topics related to React Native", Shell
tightenco/lambo, 147, 20, "Quick new application creation with Laravel and Valet", Shell
sroberts/awesome-iocs, 146, 13, "A collection of sources of indicators of compromise", Shell
shadowsocks/luci-app-shadowsocks, 139, 62, "OpenWrt LuCI for Shadowsocks-libev", Shell
chenglou/intro-to-reason-compilation, 138, 7, "Ready up!", Shell
Cyclenerd/gallery_shell, 136, 9, "📷 Bash Script to generate static responsive image web galleries.", Shell
dkalaitzidis/SwiftyAvatar, 135, 8, "iOS Swift class to create circular or rounded avatar images", Shell
xtiankisutsa/MARA_Framework, 132, 60, "MARA is a Mobile Application Reverse engineering and Analysis Framework. It is a toolkit that puts together commonly used mobile application reverse engineering and analysis tools to assist in testing mobile applications against the OWASP mobile security  threats. ", Shell
IFSight/d4m-nfs, 131, 13, "Docker for Mac with NFS for performance improvements over osxfs", Shell
lukechilds/zsh-nvm, 131, 5, "Zsh plugin for installing, updating and loading nvm", Shell
0oVicero0/serverSpeeser_Install, 128, 82, "Install serverSpeeder for Linux.", Shell
uptownhr/ipfs-screenshot, 122, 10, "Like Cloudapp using IPFS", Shell
b3rito/yodo, 115, 13, "Local Privilege Escalation ", Shell
codecasts/ambientum, 112, 28, "Docker native solution for running Laravel projects. From Development to Production", Shell
CherryMill/CMLinux, 110, 10, "DIY a really tiny Linux from Sctrach", Shell
hs-cx/snmp_mib_archive, 108, 13, "An archive of over 3000 unique SNMP MIBs", Shell
NicoHood/guestwlan, 108, 9, "Easy & Secure Guest WLAN setup with QR code GUI and photodiashow.", Shell
ralish/bash-script-template, 107, 7, "A best practices Bash script template with many useful functions", Shell
jgamblin/quickinstall, 106, 24, "A Shell Script To Take Care Of Ubuntu Basics", Shell
intel-analytics/BigDL, 468, 36, "BigDL: Distributed Deep learning Library for Apache Spark", Scala
philwantsfish/shard, 336, 53, "A command line tool to detect shared passwords", Scala
TalkingData/Fregata, 318, 102, "A light weight, super fast, large scale machine learning library on spark .", Scala
chrisokasaki/scads, 187, 15, "Scala Algorithms and Data Structures", Scala
akka/akka-http, 179, 65, "The Streaming-first HTTP server/module of Akka", Scala
akka/alpakka, 178, 49, "Enterprise Integration Done Right — Alpakka", Scala
Algomancer/Full-Stack-Scala-Starter, 144, 12, "Play 2.5, ScalaJS, Binding.scala starter project.", Scala
oakes/Nightlight, 568, 19, "An embedded editor for Clojure", Clojure
thinktopic/cortex, 389, 18, "Machine learning in Clojure", Clojure
arohner/spectrum, 199, 7, "", Clojure
weavejester/integrant, 156, 7, "Micro-framework for data-driven architecture", Clojure
tendant/graphql-clj, 151, 7, "A Clojure library that provides GraphQL implementation.", Clojure
threatgrid/naga, 141, 7, "Datalog based rules engine", Clojure
ptaoussanis/tufte, 132, 6, "Simple profiling and performance monitoring for Clojure/Script", Clojure
tiensonqin/lymchat, 130, 12, "Lymchat - learn different cultures. ", Clojure
mogenslund/liquid, 108, 7, "Clojure Text Editor, for editing clojure code and markdown. Written entirely in Clojure with inspiration from Emacs and Vim.", Clojure
escherize/tracks, 102, 3, "Shape based destructuring", Clojure
wireapp/wire-webapp, 544, 82, "👽 Wire for Web — Modern communication. Full privacy.", CoffeeScript
rastapasta/pokemon-go-mitm, 483, 126, "🎁  Pokemon Go MITM Proxy -  Intercepts the traffic between your Pokemon Go app and their servers, decodes the protocol and gives you a handy tool to enrich your own game experience on the fly.", CoffeeScript
iostreamer-X/Awkward, 449, 18, "A NodeJS based shell. Everything is an Object!", CoffeeScript
robotdestroy/Framer-Snippets-Library, 333, 17, "A library of Framer snippets to help speed up your workflow", CoffeeScript
michelson/dante2, 133, 7, "A complete rewrite of dante editor in draft-js, demo:", CoffeeScript
trailbot/client, 127, 14, "Trailbot tracks files and logs in your servers and triggers Smart Policies upon unwanted modification.", CoffeeScript
nathancahill/Anycomplete, 1451, 37, "The magic of Google Autocomplete while you're typing. Anywhere.", Lua
phillipi/pix2pix, 1416, 150, "Image-to-image translation using conditional adversarial nets", Lua
jcjohnson/fast-neural-style, 1376, 223, "Feedforward style transfer", Lua
facebookresearch/multipathnet, 1053, 237, "A Torch implementation of the object detection network from 'A MultiPath Network for Object Detection' (https://arxiv.org/abs/1604.02135)", Lua
ChaosForge/doomrl, 666, 100, "D**m, the Roguelike", Lua
OpenNMT/OpenNMT, 551, 97, "Open-Source Neural Machine Translation in Torch", Lua
liuzhuang13/DenseNet, 300, 75, "Code for Densely Connected Convolutional Networks (DenseNets)", Lua
Atcold/torch-Video-Tutorials, 297, 44, "Light your way in Deep Learning with Torch 🔦", Lua
cvondrick/videogan, 291, 46, "Generating Videos with Scene Dynamics. NIPS 2016.", Lua
twitter/torch-twrl, 256, 38, "Torch-twrl is a package that enables reinforcement learning in Torch.", Lua
google/FluidNet, 241, 29, "Accelerating Eulerian Fluid Simulation With Convolutional Networks", Lua
harvardnlp/im2markup, 215, 31, "Neural model for converting Image-to-Markup (by Yuntian Deng github.com/da03)", Lua
reedscot/nips2016, 205, 26, "Learning What and Where to Draw", Lua
ankurhanda/gvnn, 194, 26, "gvnn: Geometric Vision with Neural Networks", Lua
Kaixhin/Autoencoders, 179, 28, "Torch implementations of various types of autoencoders", Lua
facebookresearch/adaptive-softmax, 167, 23, "Implements an efficient softmax approximation as described in the paper 'Efficient softmax approximation for GPUs' (http://arxiv.org/abs/1609.04309)", Lua
cvondrick/soundnet, 163, 27, "SoundNet: Learning Sound Representations from Unlabeled Video. NIPS 2016", Lua
facebookresearch/torch-rnnlib, 161, 21, "This library provides utilities for creating and manipulating RNNs to model sequential data.", Lua
iresty/Mio, 159, 35, " API statistics/summary and health datas in NGINX based on OpenResty/ngx_lua, just like NGINX Plus", Lua
r00t-3xp10it/morpheus, 151, 35, "Morpheus - Automated Ettercap TCP/IP Hijacking Tool", Lua
diacritic/wssdl, 146, 3, "Wireshark-Specific Dissector Language", Lua
allenai/XNOR-Net, 137, 46, "", Lua
kimiyoung/review_net, 137, 49, "Review Network for Caption Generation", Lua
jiweil/Visualizing-and-Understanding-Neural-Models-in-NLP, 126, 31, "", Lua
upyun/slardar, 121, 25, "Updating your upstream list and run lua scripts without reloading Nginx.", Lua
iassael/learning-to-communicate, 109, 17, "Learning to Communicate with Deep Multi-Agent Reinforcement Learning", Lua
fxia22/PixelDTGAN, 101, 17, "A torch implementation of 'Pixel-Level Domain Transfer' ", Lua
jaspervdj/patat, 749, 16, "Terminal-based presentations using Pandoc", Haskell
tensorflow/haskell, 346, 34, "Haskell bindings for TensorFlow", Haskell
haskus/haskus-system, 267, 10, "Haskus system", Haskell
steveshogren/10-minute-vim-exercises, 134, 11, "The exercise files from 10 Minute Vim, for convenience of readers", Haskell
input-output-hk/pos-haskell-prototype, 102, 6, "pos cryptocurrency prototype", Haskell
metakirby5/codi.vim, 963, 21, ":notebook_with_decorative_cover: The interactive scratchpad for hackers.", VimL
extr0py/oni, 710, 20, "NeoVim front-end UI focused on IDE-like extensibility", VimL
w0rp/ale, 411, 60, "Asynchronous Lint Engine", VimL
liuchengxu/space-vim, 346, 37, ":seedling: An elegant vim distribution for spacemacs", VimL
zperrault/vimrc.js, 288, 12, "A vimrc that Just Works™ for modern JavaScript development", VimL
skywind3000/asyncrun.vim, 211, 7, "Run Async Shell Commands in Vim 8.0 and Output to Quickfix Window", VimL
lifepillar/vim-mucomplete, 158, 3, "Chained completion that works the way you want!", VimL
rhysd/8cc.vim, 154, 1, "C Compiler written in Vim script", VimL
vim-chat/vim-chat, 128, 15, "Chatting plugin for neovim and vim8", VimL
cassidoo/vim-up, 125, 4, "A bunch of vim shortcuts, colors, and bundles to make your life easier", VimL
yuttie/comfortable-motion.vim, 124, 3, "Brings physics-based smooth scrolling to the Vim world!", VimL
brooth/far.vim, 121, 3, "Find And Replace Vim plugin", VimL
rakr/vim-two-firewatch, 115, 11, "A blend between duotone light and firewatch for atom", VimL
rstudio/tensorflow, 526, 71, "TensorFlow for R", R
tidyverse/tidyverse, 248, 36, "Easily install and load packages from the tidyverse", R
tidyverse/forcats, 160, 37, "🐈🐈🐈🐈: tools for working with categorical variables (factors)", R
ben519/DataWrangling, 130, 34, "The ultimate reference guide to data wrangling with Python and R", R
rstudio/blogdown, 128, 5, "Create Blogs and Websites with R Markdown", R
daattali/timevis, 127, 27, "Create interactive timeline visualizations in R", R
yihui/xaringan, 125, 9, "Presentation Ninja 幻灯忍者 · 写轮眼", R
fivethirtyeight/guns-data, 122, 43, "", R
fuzyll/defcon-vm, 179, 23, "Files from my DEFCON CTF VM.", Perl
Azure/acs-engine, 167, 49, "Azure Container Service Engine - a place for community to collaborate and build the best open Docker container infrastructure for Azure.", Perl
neubig/nmt-tips, 157, 32, "A tutorial about neural machine translation including tips on building practical systems", Perl
openresty/opm, 127, 32, "OpenResty Package Manager", Perl
osresearch/heads, 101, 6, "A minimal Linux that runs as a coreboot ROM payload to provide a secure, flexible boot environment for laptops and servers.", Perl
ZuzooVn/machine-learning-for-software-engineers, 11731, 1542, "A complete daily plan for studying to become a machine learning engineer.", 
AHAAAAAAA/PokemonGo-Map, 8792, 3826, "🌏 Live visualization of all the pokemon in your area... and more! (shutdown)", 
Developer-Y/cs-video-courses, 8746, 775, "List of Computer Science courses with video lectures.", 
gztchan/awesome-design, 7505, 427, ":flags: Best UI/UX Design Resources For Developer & Designer Ever :)", 
255kb/stack-on-a-budget, 5636, 245, "A collection of services with great free tiers for developers on a budget", 
Microsoft/api-guidelines, 5373, 430, "Microsoft REST API Guidelines", 
engineerapart/TheRemoteFreelancer, 4304, 183, "Listing of community-curated resources to find topical remote freelance & contract work for software developers, web designers, and more!", 
noffle/art-of-readme, 4204, 167, ":love_letter: Learn the art of writing quality READMEs.", 
metagrover/ES6-for-humans, 4061, 210, "A kickstarter guide to writing ES6.", 
kelseyhightower/kubernetes-the-hard-way, 3211, 250, "Bootstrap Kubernetes the hard way on Google Cloud Platform or Amazon EC2. No scripts.", 
